.	Basic Statistics	Per Base Sequence Quality	Per Tile Sequence Quality	Per Sequence Quality Scores	Per Base Sequence Content	Per Sequence GC Content	Per Base N Content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented Sequences	Adapter Content
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_1	1	1	1	1	0.5	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_2	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_2	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_1	1	1	1	1	0.5	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_2	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_1	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_1	1	1	1	1	1	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_2	1	1	1	1	1	0.25	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_2	1	1	1	1	1	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_1	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_1	1	1	1	1	1	1	1	1	1	0.25	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_2	1	1	1	1	1	1	1	1	1	0.5	1
